permit_number,streetname,Cross Street 1,Cross Street 2,Permit Type,Agent,AgentPhone,Permit Purpose,Approved Date,Status,cnn,permit_zipcode,permit_start_date,permit_end_date,permit_address,24/7 Contact,Inspector,CurbRampWork,X,Y,Latitude,Longitude,Location
20EXC-01814,SLOAT BLVD,23RD AVE \ CRESTLAKE DR,GABILAN WAY,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,11953201,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5988998.17629,2095999.01588,37.7345802379951,-122.480475281835,POINT (-122.480475281835 37.7345802379951)
19IE-01042,DE HARO ST,18TH ST,19TH ST,StrtImprov,SF Garage Co.,(415) 826-0606,"Removal of one curb cut and reconstruct sidewalk, curb cut and curb/gutter. Saw-cut minimum 2’ for AC conform and replace with 2” ACWS over 8” concrete base. All work shall be done per city standards and as directed by City inspector.",02/18/2020,APPROVED,4633000,94107,,02/18/2021,650 DE HARO ST,Refer to Agent,,,6012045.92811,2105365.06321,37.7616098559696,-122.40144901305,POINT (-122.40144901305 37.7616098559696)
20TC-00042,MARKET ST,SANCHEZ ST,16TH ST \ NOE ST,TableChair,Canela,415 552 3000,2 Tables and 8 Chairs,02/18/2020,APPROVED,8766201,94114,02/16/2020,02/15/2021,2272 MARKET ST,Refer to Agent,,,6003093.10777,2106757.49516,37.7649295391297,-122.43251260967,POINT (-122.43251260967 37.7649295391297)
19MFF-00084,INGALLS ST,CARROLL AVE,DONNER AVE,FoodFac,Eva's Catering,415-828-1026,,07/17/2019,APPROVED,7236000,94124,07/17/2019,07/15/2020,,415-828-1026,,,6015096.09608,2091073.60487,37.7225381804469,-122.389901310809,POINT (-122.389901310809 37.7225381804469)
20E-00545,TEMESCAL TER,TURK BLVD,,ExcStreet,West Valley Construction,(650)464-1951,Install electrical service for 2800 Turk Blvd.,05/14/2020,APPROVED,26480000,94118,05/18/2020,06/12/2020,2800 TURK BLVD,(650)464-1951,George Shami,true,5997682.48765,2111667.54248,37.7781029588579,-122.451580681159,POINT (-122.451580681159 37.7781029588579)
20TC-00088,SANCHEZ ST,17TH ST,DORLAND ST,TableChair,Saucy Asian,650-808-7351,TWO (2) TABLES AND FOUR (4) CHAIRS ON 17TH STREET AND TWO (2) TABLES AND FOUR (4) CHAIRS ON SANCHEZ STREET BETWEEN THE HOURS OF 9AM TO 10PM (MONDAY THROUGH SUNDAY) IN THE PUBLIC RIGHT- OF-WAY,02/18/2020,APPROVED,11513000,94114,02/16/2020,02/15/2021,3801 17TH ST,650-808-7351,,,6003586.60207279,2105938.9909292,37.7627100961737,-122.430747323821,POINT (-122.430747323821 37.7627100961737)
20TOC-03664,STANYAN ST,GRATTAN ST,ALMA ST,TempOccup,Pacific Gas & Electric,4083156874,,05/14/2020,APPROVED,12097000,94117,05/20/2020,05/22/2020,1135 STANYAN ST,415-740-9544,,,5997295.65478,2106424.51975,37.7636848095566,-122.452540398315,POINT (-122.452540398315 37.7636848095566)
18WR-0267,BOWDOIN ST,HALE ST,SILVER AVE,Wireless,"Crown Castle USA, Inc.",408-468-5575,,09/27/2019,APPROVED,3040000,94134,09/27/2019,06/30/2030,325 BOWDOIN ST,Refer to Agent,,,6008582.49015,2094142.50921,37.7306013587107,-122.412634302486,POINT (-122.412634302486 37.7306013587107)
20EXC-01594,DASHIELL HAMMETT ST,BUSH ST,PINE ST,Excavation,Pacific Bell Telephone Company,916 747-2400,"A01T5X7, 33 DASHIELL HAMMETT ST",04/22/2020,ACTIVE,9248000,94108,04/27/2020,05/25/2020,,MICHAEL MIRACLE (925) 381-5549,Marc Anthony Bura,,6010379.04385,2116008.12899,37.7907400883293,-122.407964685005,POINT (-122.407964685005 37.7907400883293)
19EXC-02923,19TH AVE,UNNAMED 106,,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,33725000,,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5990418.75912,2090573.94032,37.7197667988313,-122.47516798421,POINT (-122.47516798421 37.7197667988313)
18WR-0144,FRIDA KAHLO WAY,GENEVA AVE \ OCEAN AVE,JUDSON AVE,Wireless,AT&T Mobility,650-991-4094,,08/17/2018,APPROVED,10390000,94112,08/17/2018,05/31/2029,50 PHELAN AVE,Refer to Agent,,,5997068.82059,2092136.43022,37.7244402195685,-122.452293880512,POINT (-122.452293880512 37.7244402195685)
19EXC-02923,PARK PRESIDIO BLVD,CLEMENT ST,GEARY BLVD,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,10267201,94118,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5991678.70135,2113072.49409,37.7816149245366,-122.47245219389,POINT (-122.47245219389 37.7816149245366)
18IE-0592,CHENERY ST,CHARLES ST,MIGUEL ST \ WHITNEY ST,StrtImprov,RK Engineering,(415)860-7174,"Reconstruct sidewalk, curb, and curb cut per City Standard and as directed by the Public Works Inspector.",04/28/2020,ACTIVE,3920000,94131,,08/30/2020,240 CHENERY ST,(415)740-0165,Obrian Buchanan,,6004667.39726,2096996.71151,37.7382178474374,-122.426372514592,POINT (-122.426372514592 37.7382178474374)
20EXC-01814,23RD AVE,CRESTLAKE DR \ SLOAT BLVD,OCEAN AVE,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,1230000,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5989329.92867,2095614.18845,37.7335428749015,-122.479300172476,POINT (-122.479300172476 37.7335428749015)
19EXC-02923,FONT BLVD,JUNIPERO SERRA BLVD,CHUMASERO DR,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,5716101,94132,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5991185.74719,2088673.05065,37.7145918460086,-122.472378301688,POINT (-122.472378301688 37.7145918460086)
20TOC-03726,ELLIS ST,04TH ST \ MARKET ST \ STOCKTON ST,POWELL ST,TempOccup,Traffic Management,510-394-6450,,05/19/2020,APPROVED,5169000,94102,05/23/2020,05/23/2020,,(510) 394-6449,,,6010665.45428,2114136.75229,37.7856177653125,-122.406841767096,POINT (-122.406841767096 37.7856177653125)
19EXC-06897,14TH AVE,ANZA ST,BALBOA ST,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,557000,94118,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5991594.93842,2111675.35376,37.7777739119725,-122.472640074809,POINT (-122.472640074809 37.7777739119725)
18WR-0350,IRVING ST,08TH AVE,09TH AVE,Wireless,Pacific Bell Telephone Company,650-991-4094,,06/20/2019,APPROVED,7285000,94122,06/20/2019,03/31/2030,724 IRVING ST,Refer to Agent,,,5993485.14502,2106687.75446,37.7641885231018,-122.465738786642,POINT (-122.465738786642 37.7641885231018)
20EXC-00508,GEARY BLVD,COMMONWEALTH AVE,STANYAN BLVD,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,6054201,94118,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,5996456.00015,2112920.52957,37.7814730174,-122.455914122257,POINT (-122.455914122257 37.7814730174)
20EXC-01814,EL MIRASOL PL,CRESTLAKE DR,SLOAT BLVD,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,5214101,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5987434.87433,2096047.48506,37.7346223466284,-122.485883628056,POINT (-122.485883628056 37.7346223466284)
20EXC-01814,VALE AVE,CRESTLAKE DR,SLOAT BLVD,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,13051000,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5987951.88511,2096117.72245,37.7348453147349,-122.484101318656,POINT (-122.484101318656 37.7348453147349)
20EXC-00508,AVERY ST,GEARY BLVD,POST ST,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,2566000,94115,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6002858.39949,2113973.68086,37.784730082988,-122.433840229855,POINT (-122.433840229855 37.784730082988)
20TC-00056,COLE ST,HAIGHT ST,WALLER ST,TableChair,CAFE COLE,415-668-7771,"3 Tables and 8 Chairs occupying approximately 130 sq. ft. in the public right-of-way on 609 COLE ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 7:00 AM and 7:30 PM.",02/18/2020,APPROVED,4239000,94117,02/16/2020,02/15/2021,609 COLE ST,Refer to Agent,,,5997804.54648,2108445.55934,37.7692632137893,-122.450926049451,POINT (-122.450926049451 37.7692632137893)
20EXC-01814,SLOAT BLVD,MEADOWBROOK DR,SYLVAN DR,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,11955102,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5987661.26194,2095893.24814,37.7342120420614,-122.485089627003,POINT (-122.485089627003 37.7342120420614)
17IE-1097,ILLINOIS ST,16TH ST,MARIPOSA ST \ TERRY A FRANCOIS BLVD,StrtImprov,"Mission Bay Development Group, LLC",415 355 6600,"Construct infrastructure fronting Blocks 33-34 within the Mission Bay project area.  Area includes Illinois St, 16th St, Terry A Franois Blvd, 3rd St, Mariposa St",01/22/2020,APPROVED,7165000,94158,12/26/2017,06/30/2020,,415 846 6343,,,6015951.00148,2106764.1741,37.7656686270363,-122.388040472028,POINT (-122.388040472028 37.7656686270363)
20TOC-03541,SILVER AVE,MADISON ST,GAMBIER ST,TempOccup,Champion Cleaning Specialists Inc.,513-379-7456,,05/12/2020,APPROVED,11902000,94112,06/04/2020,06/05/2020,587 SILVER AVE,650-347-6300,,,6005278.05975,2093569.98476,37.7288433198674,-122.424017527891,POINT (-122.424017527891 37.7288433198674)
19IE-01070,AVALON AVE,MISSION ST,LONDON ST,StrtImprov,DeHaro Ramirez Group - Concrete Contractors,415-552-3504,"This permit is Phase 1, which will allow the developer to reconstruction sidewalk along Mission Street and Avalon street fronting the subject property.  Phase 1 is associated to the main Street Improvement permit application no. 16IE-1029 pending sidewalk legislation approval.",12/06/2019,APPROVED,2555000,94112,,06/15/2020,302 SILVER AVE,Refer to Agent,Jessica Salamy,,6003438.62872,2093459.1989,37.7284351036623,-122.43036866324,POINT (-122.43036866324 37.7284351036623)
19EXC-02923,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND \ LAKE ST \ PARK PRESIDIO BLVD,,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,27628000,,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,true,5991664.61321,2114784.49586,37.7863147928817,-122.472625790452,POINT (-122.472625790452 37.7863147928817)
20EXC-01117,QUINTARA ST,18TH AVE,19TH AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,10854000,94116,05/01/2020,10/08/2021,,415 919 8065,,,5990537.65567,2101097.93058,37.7486698892554,-122.475525022996,POINT (-122.475525022996 37.7486698892554)
19TC-00527,HYDE ST,JACKSON ST,PACIFIC AVE,TableChair,Nook,415-447-4100,,01/27/2020,APPROVED,7131000,94109,10/16/2019,10/15/2020,1500 HYDE ST,Refer to Agent,,,6007514.34859,2117520.85911,37.7947328691144,-122.417983692576,POINT (-122.417983692576 37.7947328691144)
18WR-0386,SHOTWELL ST,20TH ST,21ST ST,Wireless,ExteNet Systems (California) LLC,415-377-7826,,06/20/2019,APPROVED,11838000,94110,06/20/2019,03/31/2030,694 SHOTWELL ST,"Joseph Camicia, 415-722-1183",,,6007878.0808,2103904.71672,37.7573666494772,-122.415760534034,POINT (-122.415760534034 37.7573666494772)
20SSP-00088,HAIGHT ST,WEBSTER ST,FILLMORE ST,StreetSpace,Michael Heavey Construction,(415) 822-4300,,04/22/2020,APPROVED,6607000,94117,04/27/2020,05/26/2020,466 HAIGHT ST,415-822-4300,,,6003921.50316,2109422.3907,37.7722936369374,-122.429837496624,POINT (-122.429837496624 37.7722936369374)
18IE-0118,CHATTANOOGA ST,21ST ST,22ND ST,StrtImprov,Empire Engineering & Construction Co.,510.548.7448,"Remove and replace damaged sidewalk, curb, curb cut as necessary. All work shall be done per city standard and as directed by city inspector.",02/18/2020,APPROVED,3909000,94114,,08/18/2020,3545 21ST ST,Refer to Agent,,,6004730.17043,2103636.14377,37.7564517457531,-122.426628133491,POINT (-122.426628133491 37.7564517457531)
20EXC-00508,CLEARY CT,GEARY BLVD,GALILEE LN \ LAGUNA ST,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,4149000,94109,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6004848.01699,2113677.62207,37.7840298813861,-122.426935715189,POINT (-122.426935715189 37.7840298813861)
20EXC-01649,BERRY ST,03RD ST,04TH ST,Excavation,CableCom,650-544-4467,24 Willie Mays Plaza,04/21/2020,ACTIVE,2953000,94107,04/25/2020,05/23/2020,141 KING ST,650-544-4467,Rich Rozzi,,6015386.08744,2111626.24754,37.7789874935589,-122.39033413715,POINT (-122.39033413715 37.7789874935589)
19TC-00218,DUNCAN ST,DOLORES ST,CHURCH ST,TableChair,Martha & Bros. Coffee Co. - 1551 CHURCH ST,415-610-1695,"Two (2) Tables and four (4) Chairs occupying approximately 28 sq. ft. in the public right-of-way on Church Street and three (3) Benches occupying approximately 183 sq. ft. in the public right-of-way on Duncan Street at 1551 CHURCH ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 6:00 AM and 7:00 PM.",01/07/2020,APPROVED,5000000,94131,01/07/2020,02/15/2021,1551 CHURCH ST,415-610-1695,,,6004628.97476,2099828.4962,37.7459911097604,-122.426706962046,POINT (-122.426706962046 37.7459911097604)
20EXC-00508,GEARY BLVD,FRANKLIN ST,GOUGH ST \ PETER YORKE WAY \ STARR KING WAY,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,6038000,94109,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6005747.35325,2114151.5438,37.7853819640561,-122.4238580454,POINT (-122.4238580454 37.7853819640561)
20EXC-01925,EDDY ST,HYDE ST,LARKIN ST,Excavation,San Francisco Water Department,415-550-4910,575 Eddy St,05/19/2020,APPROVED,5063000,94109,05/23/2020,06/06/2020,575 EDDY ST,CDD Dispatch 415-550-4900,Alejandro DelCalvo,,6007686.73669,2113362.03442,37.7833234565805,-122.417092381386,POINT (-122.417092381386 37.7833234565805)
20E-00398,ARCH ST,RANDOLPH ST,SARGENT ST,ExcStreet,"Yerba Buena Engineering and Construction, Inc.",(415) 822-4400,"RFA# 21428895, ASAP 140 Sidewalk & Curb Repairs fronting 271 Arch st, SS 25'F",04/20/2020,APPROVED,2397000,94132,04/27/2020,06/15/2020,271 ARCH ST,Xavier Collins 650-219-7854,Seamus McCullagh,,5992682.02818,2089006.44665,37.7155937585923,-122.467230818655,POINT (-122.467230818655 37.7155937585923)
20EXC-00001,CHESTNUT ST,SCOTT ST,DIVISADERO ST,Excavation,"Esquivel Grading & Paving, Inc.",415-725-1878,VArious LOcations Pavement Renovation No. 38 and Sewer Replacement Contract ID NO.1000012522,03/24/2020,APPROVED,3982000,94123,03/30/2020,08/27/2021,,415-468-5700,,,6000613.48166,2119612.10429,37.8000840722336,-122.442011735163,POINT (-122.442011735163 37.8000840722336)
20TC-00076,BRODERICK ST,OAK ST,FELL ST,TableChair,Nopalito - 306 Broderick St,415-437-0303,"Four (4) Tables and eight (8) Benches occupying approximately 241 sq. ft. in the public right-of-way on 306 BRODERICK ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 11:30 AM and 10:00 PM.",02/19/2020,APPROVED,3190000,94117,02/16/2020,02/15/2021,306 BRODERICK ST,Refer to Agent,,,6001353.01412,2109892.87764,37.7734396910956,-122.438755832647,POINT (-122.438755832647 37.7734396910956)
20EXC-00508,GEARY BLVD,BRODERICK ST,BAKER ST \ SAINT JOSEPHS AVE,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,6044202,94115,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6000493.192,2113414.95299,37.7830614598152,-122.441982924679,POINT (-122.441982924679 37.7830614598152)
20EXC-01966,FILLMORE ST,LOMBARD ST,CHESTNUT ST,Excavation,Pacific Gas & Electric,415-695-3500,3347 Fillmore,05/19/2020,APPROVED,5567000,94123,05/25/2020,06/22/2020,,4156953330,Alejandro DelCalvo,,6002309.88428,2119666.66494,37.8003304061324,-122.436145445319,POINT (-122.436145445319 37.8003304061324)
19EXC-02923,MARTIN LUTHER KING JR DR,STOW LAKE DR,CROSSOVER DR,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,11989000,94117,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5990744.36701,2107574.35606,37.7664644173411,-122.475282985835,POINT (-122.475282985835 37.7664644173411)
20EXC-01125,GEARY BLVD,38TH AVE,39TH AVE,Excavation,Empire Engineering & Construction Co.,(510) 478-3676,SIRP 142 Point Lobos,03/05/2020,ACTIVE,6095201,94121,03/09/2020,07/31/2020,,Jaime Villalobos (510) 478-3676,Nick Haase,,5983933.83181,2112464.08354,37.7794930966571,-122.499200366549,POINT (-122.499200366549 37.7794930966571)
20EXC-01475,SUTTER ST,PIERCE ST,SCOTT ST,Excavation,Hernandez Engineering,4156065694,WD-2819 As-Needed Water Main Replacement,04/20/2020,APPROVED,12341000,94115,04/22/2020,06/30/2020,,Refer to Agent,,,6001841.43322,2114298.26691,37.7855635519989,-122.437381841,POINT (-122.437381841 37.7855635519989)
20EXC-01639,DAVIDSON AVE,PHELPS ST,QUINT ST,Excavation,Anvil Builders Inc,4152855000,Bay Corridor South DB-129.2,04/20/2020,APPROVED,4613000,94124,05/11/2020,06/26/2020,3521 03RD ST,Refer to Agent,,,6016206.02641,2099322.27772,37.7452488738132,-122.386639406749,POINT (-122.386639406749 37.7452488738132)
20EXC-01117,ORTEGA ST,19TH AVE,20TH AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,10007000,94122,05/01/2020,10/08/2021,,415 919 8065,,,5990181.9484,2102447.1405,37.7523538384122,-122.476853609153,POINT (-122.476853609153 37.7523538384122)
19MFF-00055,BEALE ST,HARRISON ST,BRYANT ST \ DELANCEY ST,FoodFac,Quan Catering,(650) 922-8216,,07/10/2019,APPROVED,2867000,94105,07/10/2019,07/15/2020,,Refer to Agent,,,6015422.45275,2114485.17193,37.7868394708976,-122.39040814304,POINT (-122.39040814304 37.7868394708976)
20EXC-00508,SCOTT ST,GEARY BLVD,POST ST,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,11698000,94115,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6001671.10835,2113777.6056,37.7841242646501,-122.437933807354,POINT (-122.437933807354 37.7841242646501)
20E-00389,ULLOA ST,32ND AVE,33RD AVE,ExcStreet,"Yerba Buena Engineering and Construction, Inc.",(415) 822-4400,"RFA# 21260185, ASAP 140 Sidewalk & Curb Repairs fronting 3109 Ulloa st, SS 40'F",04/20/2020,APPROVED,12809000,94116,04/27/2020,06/15/2020,3109 ULLOA ST,Xavier Collins 650-219-7854,Seamus McCullagh,,5986362.70224,2098180.86039,37.7404174925888,-122.48974727891,POINT (-122.48974727891 37.7404174925888)
19MFF-00109,CALIFORNIA ST,LEIDESDORFF ST,MONTGOMERY ST,FoodFac,Halal Cart of San Francisco,510-857-4481,,07/30/2019,APPROVED,3529000,94104,07/30/2019,07/15/2020,,Mohammad Gulabzai: 510-857-4481,,,6012013.59169,2116762.49155,37.7929027663318,-122.402362263203,POINT (-122.402362263203 37.7929027663318)
20EXC-01814,RIVERTON DR,EMERALD LN,OCEAN AVE,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,11084000,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5987041.56747,2095392.2315,37.7328002645497,-122.487195293653,POINT (-122.487195293653 37.7328002645497)
20EXC-00001,LAUREL ST,SACRAMENTO ST,CALIFORNIA ST,Excavation,"Esquivel Grading & Paving, Inc.",415-725-1878,VArious LOcations Pavement Renovation No. 38 and Sewer Replacement Contract ID NO.1000012522,03/24/2020,APPROVED,8173000,94118,03/30/2020,08/27/2021,,415-468-5700,,,5998148.09638,2115008.11485,37.7873019485478,-122.450210833457,POINT (-122.450210833457 37.7873019485478)
20EXC-01747,DELMAR ST,FREDERICK ST,ASHBURY TER \ PIEDMONT ST,Excavation,Pacific Gas & Electric,415-695-3500,174-76 Delmar,04/28/2020,APPROVED,4696000,94117,04/27/2020,05/25/2020,,4156953500,,,5999392.72071,2107366.9153,37.7663923200209,-122.445355088808,POINT (-122.445355088808 37.7663923200209)
20EXC-01814,SLOAT BLVD,26TH AVE,PARAISO PL,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,11954201,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5988503.04999,2095982.18288,37.7345052322897,-122.482185846145,POINT (-122.482185846145 37.7345052322897)
18WR-0084,VALENCIA ST,23RD ST,24TH ST,Wireless,AT&T Mobility,650-991-4094,,08/10/2018,APPROVED,13072000,94110,08/10/2018,05/31/2029,1241 VALENCIA ST,Refer to Agent,,,6006457.61481,2102334.1198,37.7529741974744,-122.42056158933,POINT (-122.42056158933 37.7529741974744)
20EXC-00508,GEARY BLVD,PARKER AVE,BEAUMONT AVE,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,6052201,94118,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,5996797.03176,2112958.44304,37.7815966849754,-122.454737064122,POINT (-122.454737064122 37.7815966849754)
20EXC-01117,26TH AVE,ORTEGA ST,,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,27393000,,05/01/2020,10/08/2021,,415 919 8065,,true,5988158.987,2102377.63885,37.7520454489712,-122.483844155835,POINT (-122.483844155835 37.7520454489712)
19EXC-06897,SAINT GERMAIN AVE,GLENBROOK AVE,END,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,11304000,94114,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5997645.43436,2104130.60719,37.7574063378757,-122.451165186813,POINT (-122.451165186813 37.7574063378757)
19TC-00639,02ND ST,MINNA ST,NATOMA ST,TableChair,111 Minna Gallery,415-420-9508,"Three (3) Tables and eight (8) Chairs occupying approximately 134 sq. ft. in the public right-of-way on 2ND ST at 111 MINNA ST Monday, Tuesday, Wednesday, Thursday, Friday between the hours of 7:00 AM and 9:00 PM.",02/18/2020,APPROVED,133000,94105,02/18/2020,03/15/2021,111 MINNA ST,Refer to Agent,,,6012837.10434,2114701.82767,37.7872906037177,-122.399368121062,POINT (-122.399368121062 37.7872906037177)
19MFF-00052,FOLSOM ST,ERIE ST,14TH ST,FoodFac,Anas Goodies Catering,650-278-0401,,01/22/2020,APPROVED,5687000,94103,01/22/2020,07/15/2020,,Ana Goulart: 650-278-0401,,,6008007.15041,2108120.57986,37.7689496889027,-122.415612645145,POINT (-122.415612645145 37.7689496889027)
19MFF-00052,PENNSYLVANIA AVE,22ND ST,23RD ST,FoodFac,Anas Goodies Catering,650-278-0401,,01/22/2020,APPROVED,10336000,94107,01/22/2020,07/15/2020,,Ana Goulart: 650-278-0401,,,6014448.27348,2103409.18972,37.7563731985391,-122.393003362588,POINT (-122.393003362588 37.7563731985391)
20D-00035,BRYANT ST,CESAR CHAVEZ ST,PRECITA AVE,Display,Rancho Grande Appliances,(415) 641-5139,"STOVES, WASHERS AND DRYERS",02/18/2020,APPROVED,3317000,94110,11/16/2019,11/15/2020,2890 BRYANT ST,415-641-5139,,,6009832.36595064,2100629.35611458,37.7484829068344,-122.40877074386,POINT (-122.40877074386 37.7484829068344)
20TC-00147,SACRAMENTO ST,LEIDESDORFF ST,MONTGOMERY ST,TableChair,Wayfare Tavern,415-772-9060,,03/05/2020,APPROVED,11225000,94111,03/16/2020,03/15/2021,558 SACRAMENTO ST,Refer to Agent,,,6012035.20765,2117140.13218,37.7939408841161,-122.402314034805,POINT (-122.402314034805 37.7939408841161)
19EXC-05780,13TH ST,SOUTH VAN NESS AVE,DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST \ OTIS ST,Excavation,Walsh Construction Company,(415) 845-5498,Van Ness Corridor Transit Improvement Project - Contract 1289,10/04/2019,APPROVED,551201,94103,10/16/2019,10/19/2020,,(415) 646 - 2310,,,6007074.98998,2108546.49188,37.770066700346,-122.418867144972,POINT (-122.418867144972 37.770066700346)
19EXC-06897,ANZA ST,14TH AVE,15TH AVE,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,2332000,94118,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5991419.66361,2112008.46908,37.7786784081184,-122.473270706186,POINT (-122.473270706186 37.7786784081184)
19MFF-00052,CARROLL AVE,INGALLS ST,JENNINGS ST,FoodFac,Anas Goodies Catering,650-278-0401,,01/22/2020,APPROVED,3736000,94124,01/22/2020,07/15/2020,,Ana Goulart: 650-278-0401,,,6014913.07457,2091384.89249,37.7233827629733,-122.390555721226,POINT (-122.390555721226 37.7233827629733)
19EXC-07069,CLAY ST,HANGAH ST,STOCKTON ST,Excavation,Pacific Gas & Electric,(925) 588-3241,Chinatown CTS Stockton and Clay,12/26/2019,ACTIVE,4091002,94108,01/27/2020,05/29/2020,,Tri Tran,Rich Rozzi,,6010475.19246,2117223.97315,37.7940838858747,-122.407717780576,POINT (-122.407717780576 37.7940838858747)
20EXC-01476,23RD AVE,LAWTON ST,MORAGA ST,Excavation,Pacific Gas & Electric,510-210-2814,1687 23rd Ave,04/22/2020,APPROVED,1222000,94122,05/18/2020,06/15/2020,,415-695-3500,Teresa McNamara,,5989031.6085,2104108.48444,37.7568486481744,-122.480953252324,POINT (-122.480953252324 37.7568486481744)
